yr_arrvl_of_prsns_brn_ovrss_cnss_arrvd_wthn_5_yrs_pc, age_of_persons_born_overseas_census_5_9_years_num, lbr_frce_stts_prsns_brn_ovrss_cnss_ttl_ppltn_agd_15_yrs_nm, tl_prsnl_incme_wkly_prsn_brn_ovrs_cns_indqtly_dscrb_std_pc, age_of_persons_born_overseas_census_10_14_years_num, ttl_prsnl_incme_wkly_prsns_brn_ovrss_cnss_ernng_nl_pc, population_of_persons_born_overseas_census_males_num, tl_prsnl_incme_wkly_prsn_brn_ovrs_cns_erng_1000_1999_pr_wk_pc, lbr_frce_stts_prsns_brn_ovrss_cnss_prtcptn_rte_pc, age_of_persons_born_overseas_census_35_39_years_num, age_of_persons_born_overseas_census_45_49_years_num, occupation_of_persons_born_overseas_census_managers_pc, yr_arrvl_of_prsns_brn_ovrss_cnss_arrvd_10_yrs_ago_pc, rlgs_affltn_prsns_brn_ovrss_cnss_sprtl_blfs_pc, age_of_persons_born_overseas_census_80_84_years_num, lbr_frce_stts_prsns_brn_ovrss_cnss_unmplymnt_rte_pc, age_of_persons_born_overseas_census_25_29_years_num, rlgs_affltn_prsns_brn_ovrss_cnss_chrstnty_pc, lvl_hghst_edctnl_attnmnt_of_prsns_brn_ovrss_cnss_bchlr_dgre_pc, englsh_prfcncy_prsns_brn_ovrss_cnss_prfcnt_pc, age_of_persons_born_overseas_census_40_44_years_num, lv_hgst_edctnl_atnm_of_prsn_brn_ovrs_cns_grdte_dplma_crtfe_pc, occupation_of_persons_born_overseas_census_labourers_pc, lvl_hghst_edctnl_attnmnt_of_prsns_brn_ovrss_cnss_schl_edctn_pc, occptn_prsns_brn_ovrss_cnss_mchnry_oprtrs_drvrs_pc, ttl_prsnl_incme_wkly_prsns_brn_ovrss_cnss_ernng_1_499_pr_wk_pc, age_of_persons_born_overseas_census_75_79_years_num, lv_hgst_edctnl_atnm_of_prsn_brn_ovrs_cns_pstgrde_dgre_pc, age_of_persons_born_overseas_census_85_years_and_over_num, age_of_persons_born_overseas_census_60_64_years_num, ttl_prsnl_incme_wkly_prsns_brn_ovrss_cnss_ngtve_pc, religious_affiliation_persons_born_overseas_census_judaism_pc, occptn_prsns_brn_ovrss_cnss_tchncns_trds_wrkrs_pc, ctznshp_st_prsn_brn_ovrs_cns_astrln_ctzn_pc, occupation_of_persons_born_overseas_census_professionals_pc, religious_affiliation_of_persons_born_overseas_census_islam_pc, age_of_persons_born_overseas_census_65_69_years_num, sa3_name_2016, year_arrival_of_persons_born_overseas_census_arrival_stated_pc, religious_affiliation_persons_born_overseas_census_buddhism_pc, citizenship_status_persons_born_overseas_census_stated_pc, age_of_persons_born_overseas_census_30_34_years_num, religious_affiliation_persons_born_overseas_census_religion_pc, labour_force_status_persons_born_overseas_census_employed_num, religious_affiliation_persons_born_overseas_census_hinduism_pc, age_of_persons_born_overseas_census_15_19_years_num, tl_prsnl_incme_wkly_prsn_brn_ovrs_cns_erng_2000_2999_pr_wk_pc, english_proficiency_persons_born_overseas_census_proficient_pc, age_of_persons_born_overseas_census_70_74_years_num, rlgs_affltn_prsns_brn_ovrss_cnss_rlgn_sclr_blfs_pc, lvl_hghst_edctnl_attnmnt_of_prsns_brn_ovrss_cnss_edctn_sttd_pc, occptn_prsns_brn_ovrss_cnss_indqtly_dscrbd_sttd_pc, age_of_persons_born_overseas_census_55_59_years_num, ttl_prsnl_incme_wkly_prsns_brn_ovrss_cnss_ernng_3000_pr_wk_pc, lvl_hghst_edctnl_attnmnt_of_prsns_brn_ovrss_cnss_crtfcte_pc, occptn_prsns_brn_ovrss_cnss_clrcl_admnstrtve_wrkrs_pc, labour_force_status_persons_born_overseas_census_stated_pc, age_of_persons_born_overseas_census_0_4_years_num, age_of_persons_born_overseas_census_50_54_years_num, age_of_persons_born_overseas_census_20_24_years_num, occptn_prsns_brn_ovrss_cnss_cmmnty_prsnl_srvce_wrkrs_pc, population_of_persons_born_overseas_census_females_num, yr_arrvl_of_prsns_brn_ovrss_cnss_arrvd_5_10_yrs_ago_pc, labour_force_status_persons_born_overseas_census_num, english_proficiency_persons_born_overseas_census_stated_pc, lv_hgst_edctnl_atnm_of_prsn_brn_ovrs_cns_advnc_dplma_pc, occupation_of_persons_born_overseas_census_sales_workers_pc, population_of_persons_born_overseas_census_persons_num, yr, labour_force_status_persons_born_overseas_census_unemployed_num, labour_force_status_persons_born_overseas_census_pc, tl_prsnl_incme_wkly_prsn_brn_ovrs_cns_erng_500_999_pr_wk_pc, ctznshp_stts_prsns_brn_ovrss_cnss_astrln_ctzn_pc, sa3_code_2016, rlgs_affltn_prsns_brn_ovrss_cnss_indqtly_dscrbd_sttd_pc
18.5,183,6973,2.6,220,8.6,3536,25.1,59.6,574,555,14.5,64.7,0.2,299,7.5,433,50.7,21.5,3.5,526,2.9,6.3,28.4,2.4,28.1,372,9.3,351,548,0.5,0.5,11.2,35.8,32.1,2.1,566,"Holdfast Bay",2.6,2.1,1.9,542,1.9,3843,2.6,255,6.2,96.1,474,34.6,4.1,1.2,584,4.8,12.0,12.9,0.7,95,616,273,12.8,3934,14.1,4156,0.4,11.0,6.6,7473,2016,313,39.7,23.9,62.3,"40301",4.8
19.9,694,22723,2.6,828,12.1,11665,21.9,57.9,2051,1752,9.6,56.8,0.1,732,8.4,1889,45.7,19.3,8.6,1854,1.8,10.3,32.9,4.4,32.9,964,7.9,875,1532,0.7,0.1,13.8,39.0,24.8,6.7,1551,"Marion",3.0,4.0,1.5,2250,3.0,12049,6.0,1104,3.5,90.8,1123,29.9,4.0,1.5,1685,1.1,12.4,12.1,0.9,317,1889,1464,16.0,12898,20.2,13148,0.6,10.3,7.4,24562,2016,1099,41.3,25.4,59.5,"40302",4.0
19.4,378,13332,2.2,478,12.8,6807,21.8,56.1,1009,1084,12.6,64.8,0.2,567,7.8,872,45.9,23.9,6.0,1026,3.0,7.6,28.8,2.4,29.6,707,12.4,600,932,0.6,0.2,9.6,35.6,36.7,4.9,1060,"Mitcham",2.5,3.8,1.4,1093,1.4,6890,3.7,665,6.0,93.6,860,35.1,3.0,1.1,995,3.8,8.9,11.5,0.6,134,1099,747,12.3,7521,13.3,7475,0.3,9.7,6.0,14323,2016,585,43.3,23.2,63.1,"40303",4.3
7.9,642,33604,2.9,1144,7.7,16988,20.9,54.7,1977,3240,10.7,75.4,0.2,1478,7.0,1120,56.5,11.8,2.3,2374,1.6,10.7,38.3,5.3,38.1,2098,3.6,1312,3060,0.5,0.1,16.5,29.1,19.0,1.4,3344,"Onkaparinga",2.6,1.6,1.6,1558,1.1,17101,1.2,1364,3.1,97.2,2664,33.0,4.9,1.4,3268,1.1,20.5,13.6,1.0,153,3662,1087,14.6,18556,14.1,18396,0.4,10.1,8.2,35546,2016,1295,44.3,25.8,69.2,"40304",4.4
15.8,652,28194,3.2,781,10.3,14328,17.2,50.8,2213,1874,11.1,65.9,0.2,1507,9.5,1991,55.6,15.0,14.7,1851,1.3,13.5,40.8,6.4,40.4,1837,5.9,1562,2042,0.9,0.1,13.1,32.0,22.0,6.2,2307,"Charles Sturt",3.0,6.8,2.2,2403,3.1,12968,4.0,1034,3.0,84.6,1864,19.8,5.1,1.5,2065,1.6,11.5,11.5,1.2,297,2130,1529,13.4,15601,15.2,14336,0.7,8.4,7.5,29927,2016,1368,48.0,23.5,65.8,"40401",3.8
14.7,305,15823,2.9,453,11.2,8092,16.6,52.6,1272,1324,8.7,65.7,0.1,585,11.2,1055,47.9,13.0,19.6,1345,1.2,18.4,44.1,7.3,41.2,696,4.2,662,1216,1.0,0.1,15.1,31.0,17.4,6.1,1223,"Port Adelaide - West",3.5,13.8,1.6,1346,2.2,7394,3.9,652,2.2,79.6,794,21.9,4.9,1.8,1428,1.0,12.7,9.2,1.0,157,1331,897,15.4,8645,16.2,8330,0.7,8.1,6.8,16740,2016,936,46.3,23.8,67.4,"40402",3.7
26.7,433,17361,2.5,434,14.4,9030,17.3,55.7,1624,982,9.8,51.7,0.1,852,10.9,2086,44.0,20.4,12.9,1098,1.4,14.6,36.3,6.4,36.4,855,9.8,730,863,0.8,0.2,12.0,45.5,22.4,7.1,1040,"West Torrens",3.1,4.8,1.5,2206,5.7,8615,9.5,669,2.6,86.2,844,24.6,3.9,1.5,924,1.3,9.1,10.7,1.1,269,970,1607,15.5,9467,18.5,9668,0.9,8.4,7.3,18494,2016,1053,43.2,24.7,53.1,"40403",3.8
5.1,45,3831,2.1,68,5.6,1892,21.1,53.1,124,304,14.7,84.1,0.3,177,4.9,93,55.7,11.9,0.9,214,2.0,14.9,38.9,6.8,38.8,244,3.2,135,423,0.4,0.2,14.5,29.4,17.6,0.2,450,"Barossa",3.1,1.7,1.4,150,0.7,1934,0.9,41,3.6,98.6,369,34.9,5.7,1.7,541,1.4,20.5,11.6,1.0,19,480,77,11.0,2067,7.6,2033,0.4,10.3,6.7,3959,2016,99,46.0,26.8,69.1,"40501",5.2
8.5,26,2063,4.1,56,6.4,1054,14.2,44.6,84,131,16.1,80.1,null,76,7.7,66,59.9,11.0,1.8,89,1.3,21.8,42.2,6.8,45.5,128,2.5,78,279,0.8,0.1,14.5,33.8,15.3,0.7,293,"Lower North",4.0,1.0,1.5,91,1.0,850,0.4,30,1.9,97.8,233,30.7,8.0,2.0,258,1.1,18.9,9.8,0.9,7,204,24,9.2,1105,7.4,921,0.4,8.7,4.5,2157,2016,71,54.5,26.0,65.0,"40502",4.9
8.2,31,2032,4.4,38,6.6,995,14.3,42.3,90,131,10.7,77.1,0.2,130,9.7,69,66.0,11.9,2.9,94,1.5,14.4,45.1,6.7,49.4,183,2.6,84,206,0.9,null,14.3,32.5,26.3,2.1,244,"Mid North",4.9,2.4,1.4,80,0.5,777,1.4,50,3.2,96.5,207,22.4,7.3,2.7,218,2.3,16.6,8.6,1.8,8,194,45,11.1,1112,9.9,860,0.5,7.6,5.1,2108,2016,83,55.7,18.5,65.7,"40503",4.4
4.0,18,2272,4.6,21,4.6,1110,10.3,32.7,65,105,14.6,85.9,null,138,7.9,36,65.2,8.5,0.9,60,1.2,16.2,45.8,4.2,54.7,245,1.1,99,291,0.7,null,10.2,27.2,20.5,0.7,376,"Yorke Peninsula",4.7,1.6,1.1,63,0.7,684,0.8,26,1.8,98.1,315,25.4,9.4,2.2,242,1.5,20.6,8.5,2.0,4,194,13,16.1,1200,5.1,743,0.8,7.9,7.7,2316,2016,59,64.9,21.7,71.4,"40504",4.8
8.2,94,6069,4.9,138,7.0,3018,18.1,46.1,279,463,12.0,78.3,null,329,7.6,160,65.1,9.8,2.0,315,1.2,13.9,42.4,8.6,42.8,517,2.9,272,642,0.4,null,15.7,32.4,19.0,0.8,647,"Eyre Peninsula and South West",4.2,1.8,2.6,261,0.9,2584,2.2,107,3.5,97.0,575,24.7,8.6,2.2,719,2.1,20.5,8.9,1.4,32,696,84,13.1,3312,9.3,2797,0.9,7.1,7.1,6336,2016,213,52.4,21.2,65.0,"40601",4.1
14.5,72,2220,6.4,69,7.7,1291,22.5,60.4,191,170,10.5,61.1,null,80,6.0,175,56.8,15.0,4.0,147,1.7,14.4,32.3,8.1,29.6,114,5.2,58,192,0.8,null,18.3,37.8,21.6,3.5,203,"Outback - North and East",5.5,4.1,3.1,202,3.6,1260,3.0,33,8.4,93.7,199,23.2,8.8,2.0,193,4.0,18.2,7.0,1.8,21,207,52,13.2,1092,18.6,1341,2.4,8.3,5.1,2386,2016,81,37.7,21.1,58.9,"40602",5.2
4.2,74,8255,4.9,131,4.9,4007,11.9,36.5,202,435,15.9,85.7,0.4,578,6.9,138,56.9,10.8,0.7,329,1.7,11.2,39.4,4.1,47.6,906,3.0,484,932,0.4,0.1,14.1,24.9,18.8,0.3,1277,"Fleurieu - Kangaroo Island",4.1,1.5,1.3,182,0.6,2804,0.5,119,2.0,98.6,1138,33.5,7.9,1.5,766,1.2,19.7,10.9,1.7,24,684,84,16.2,4488,6.0,3013,0.7,10.3,7.6,8490,2016,209,61.9,27.2,73.7,"40701",5.7
17.4,200,5962,4.9,225,6.9,3236,16.3,52.7,446,443,13.5,61.9,0.2,277,6.3,360,58.8,10.5,9.7,433,1.2,30.3,42.0,5.2,38.2,369,2.8,242,518,0.8,null,10.8,41.5,16.2,6.6,580,"Limestone Coast",5.9,3.0,2.8,404,0.7,2945,1.2,224,2.3,88.6,459,24.4,8.2,1.6,496,1.4,13.9,7.5,2.1,77,508,216,10.0,3223,14.9,3144,1.7,6.2,5.3,6459,2016,199,45.1,29.1,55.7,"40702",4.8
17.3,131,7765,5.2,218,7.8,4046,12.8,50.4,455,514,13.6,63.6,0.1,355,7.8,683,54.7,9.6,12.5,458,0.8,39.5,46.7,5.1,41.5,538,2.2,306,662,1.1,0.1,9.1,40.5,10.6,4.0,785,"Murray and Mallee",6.8,3.3,2.9,536,5.3,3613,1.4,213,1.2,85.6,615,25.1,8.5,2.4,591,1.2,13.5,6.5,2.1,48,671,386,9.1,4118,12.4,3917,2.0,7.4,4.1,8165,2016,304,47.4,29.3,56.7,"40703",5.3
12.7,197,9142,3.3,276,7.0,4585,22.3,61.1,765,841,15.3,69.4,0.3,311,5.3,537,51.3,16.3,2.2,813,1.8,15.5,32.4,5.5,30.4,474,3.7,268,730,0.6,0.1,16.4,35.7,16.9,1.6,885,"Augusta - Margaret River - Busselton",4.1,2.7,1.7,758,0.9,5296,0.8,237,4.6,97.4,687,37.9,4.8,1.5,787,3.0,18.9,9.7,0.9,63,816,243,11.5,5093,13.9,5590,0.5,12.1,7.9,9675,2016,294,38.1,28.9,62.6,"50101",3.9
15.4,560,17798,3.1,825,10.0,9331,22.9,62.5,1441,1718,9.4,62.1,0.2,537,7.6,1099,61.0,13.7,2.9,1515,1.8,17.2,35.6,8.4,29.5,745,3.3,515,1310,0.7,0.1,17.3,39.7,18.8,1.6,1536,"Bunbury",3.6,2.2,1.7,1335,1.1,10272,1.5,779,6.4,96.4,1066,27.9,5.3,1.3,1646,3.4,18.2,9.1,0.8,175,1870,689,11.8,10027,18.9,11117,0.7,9.9,6.9,19358,2016,845,36.7,23.9,58.5,"50102",4.0
6.6,35,3853,2.9,56,7.0,1924,16.9,53.7,150,295,19.4,82.1,0.3,149,5.8,127,55.6,12.6,2.6,229,1.6,15.7,37.5,7.3,40.9,254,2.8,134,470,0.6,0.2,15.0,30.2,14.7,1.2,495,"Manjimup",4.4,2.4,1.2,153,0.8,1948,0.4,59,4.0,96.8,429,34.4,6.8,1.6,417,2.1,19.6,9.0,1.2,12,428,72,10.6,2038,6.8,2069,0.7,11.0,6.7,3966,2016,121,45.1,25.4,68.5,"50103",4.2
14.7,755,23086,3.4,1063,10.9,11889,20.1,55.3,1509,2154,9.8,63.6,0.2,923,9.5,1042,61.9,10.5,1.3,1874,1.3,11.8,37.9,9.1,33.6,1519,2.6,699,1771,0.7,0.1,19.1,37.4,15.7,1.0,2202,"Mandurah",2.8,2.4,2.1,1315,0.9,11558,1.3,1124,6.2,98.2,1926,27.9,5.3,1.5,1878,3.2,20.4,10.7,1.0,192,2260,879,13.7,13208,18.8,12767,0.5,9.9,8.6,25091,2016,1209,43.7,21.9,60.5,"50201",3.9
23.8,746,19333,1.8,966,15.6,10329,20.1,61.3,1416,1834,17.2,60.2,0.2,478,7.5,1350,48.2,30.7,2.9,1529,3.1,4.1,21.7,1.3,20.2,659,17.3,524,1343,0.6,0.6,5.5,36.9,46.4,2.6,1271,"Cottesloe - Claremont",2.6,3.9,1.6,1331,1.0,10965,2.8,1293,8.5,96.8,970,36.2,2.6,1.5,1613,17.1,4.2,10.6,0.5,300,1850,1867,7.8,11016,13.5,11857,0.3,8.5,5.7,21348,2016,892,38.2,16.0,61.5,"50301",4.2
30.4,744,37252,2.6,701,11.0,19379,25.8,71.2,4034,2450,13.9,49.1,0.2,824,8.2,5760,41.9,30.1,7.2,2855,2.6,9.2,23.8,2.4,22.8,973,13.3,968,1858,0.6,0.5,11.2,49.5,35.3,3.2,1823,"Perth City",3.7,7.1,1.8,6221,1.2,24346,5.7,858,9.2,92.3,1217,35.8,3.6,1.3,2121,8.4,8.1,10.5,0.8,499,2333,2951,10.3,19823,16.8,26511,0.6,10.2,5.8,39198,2016,2165,28.0,19.7,48.8,"50302",4.0
18.7,545,28448,2.8,645,10.5,14680,24.8,64.8,2754,2141,10.6,61.8,0.2,853,8.2,2859,49.8,19.1,9.6,2230,2.0,11.5,35.2,6.5,29.1,1188,6.5,818,2043,0.9,1.1,16.2,38.2,21.8,5.0,1996,"Bayswater - Bassendean",2.9,7.0,1.8,3466,2.1,16926,5.1,810,5.7,89.8,1454,25.9,4.2,1.6,2063,2.6,13.2,12.2,1.1,257,2286,1491,12.3,15209,16.7,18443,0.6,10.5,7.2,29893,2016,1517,34.1,23.7,60.0,"50401",3.4
6.8,139,9711,6.9,256,8.8,5161,24.2,58.3,564,946,12.6,74.9,0.3,329,6.4,373,55.1,13.5,1.9,733,2.3,9.0,33.4,7.6,27.8,531,4.1,287,897,0.5,0.2,16.1,27.1,22.1,0.6,1054,"Mundaring",6.6,1.8,5.5,482,0.9,5304,1.0,270,6.7,93.8,766,32.0,8.3,1.4,1089,4.3,18.4,13.6,0.9,40,1123,267,11.4,4988,11.8,5665,4.4,11.6,6.1,10147,2016,361,40.8,20.9,67.4,"50402",7.8
14.6,1115,39287,2.9,1697,11.9,20801,27.1,68.2,3939,3877,9.5,59.7,0.1,681,8.2,3332,53.7,13.6,7.2,3799,1.2,12.2,38.4,10.4,25.8,1085,3.7,572,2545,0.8,0.3,17.2,36.6,14.8,5.9,2290,"Swan",2.9,5.9,2.0,4254,2.9,24581,5.3,1962,5.3,92.0,1552,21.8,4.2,1.8,3218,2.3,16.4,12.9,0.9,370,3905,2260,13.1,21671,22.7,26782,0.9,10.3,8.0,42471,2016,2201,30.9,23.9,61.4,"50403",3.7
13.7,1689,53815,2.3,2494,10.5,28690,26.6,69.1,4169,5880,14.1,66.8,0.2,1200,7.1,2736,59.6,17.9,1.9,4964,2.2,7.2,30.9,3.8,24.7,1724,5.2,1072,4551,0.5,0.2,16.0,29.4,24.6,1.6,4210,"Joondalup",1.9,2.1,1.6,3418,0.9,34539,1.6,2995,8.6,97.8,2640,29.7,3.2,1.4,5354,6.0,17.1,14.4,0.5,480,6060,2844,10.4,29783,17.5,37164,0.3,11.9,8.1,58469,2016,2625,30.4,20.8,69.0,"50501",3.8
20.2,1651,68272,2.6,1973,10.3,35598,24.9,65.9,6675,5012,11.7,58.0,0.2,1981,8.2,7995,49.5,21.4,9.4,5538,2.0,11.3,32.3,5.7,27.9,2634,7.4,1843,4181,0.7,2.0,14.9,38.5,24.4,6.6,4116,"Stirling",2.9,5.8,1.8,9102,2.5,41312,5.2,2364,6.3,90.0,3123,24.2,3.7,1.6,4564,4.6,11.8,11.1,0.9,732,4996,4151,11.6,37023,18.9,45008,0.7,10.5,7.8,72621,2016,3696,33.1,22.9,59.8,"50502",3.6
15.4,2435,69848,2.6,3990,11.8,37628,26.9,70.2,7002,7799,10.5,56.8,0.1,1174,8.2,5638,56.7,12.9,6.2,7477,1.2,11.7,36.9,6.9,25.9,1851,3.1,905,3856,0.8,0.1,18.8,35.9,16.4,3.7,3669,"Wanneroo",2.7,4.5,1.8,6780,1.5,44992,3.6,4647,6.1,93.3,2592,25.8,3.9,1.8,5084,2.9,17.7,13.0,0.9,627,6792,4582,12.3,39266,25.1,49029,0.5,10.4,8.6,76895,2016,4037,29.0,23.0,62.4,"50503",3.5
15.7,887,25252,2.7,1090,12.5,13443,27.4,66.5,2706,2173,8.9,57.3,0.1,539,8.8,2134,55.0,15.9,4.2,2138,1.5,10.5,34.1,10.4,25.8,906,5.4,435,1668,0.7,0.1,16.3,39.4,19.2,3.7,1565,"Armadale",2.4,4.3,1.8,3169,3.4,15320,7.0,1093,5.8,95.2,1100,22.6,3.9,1.3,2024,2.4,16.7,13.1,1.0,269,2297,1305,12.5,14053,24.6,16795,0.7,10.4,7.9,27496,2016,1475,32.5,22.8,58.7,"50601",3.4
28.1,702,26781,2.6,667,12.8,14493,25.6,69.3,2959,1800,9.8,46.7,0.1,533,9.7,4186,42.1,22.4,8.0,2014,1.7,12.7,31.1,7.1,25.0,715,8.5,538,1236,0.9,0.1,16.6,51.9,22.4,10.4,1153,"Belmont - Victoria Park",3.3,6.4,1.8,4328,2.3,16758,6.2,855,6.3,91.3,843,28.2,3.5,1.7,1527,2.9,12.0,11.0,1.0,373,1719,2381,12.0,14024,21.9,18553,0.7,10.4,6.6,28521,2016,1795,29.8,24.0,46.3,"50602",3.8
26.5,1441,42609,2.6,2011,18.0,23418,22.2,63.8,3993,3431,9.4,48.2,0.1,848,11.4,4817,42.2,22.6,9.4,3579,1.8,12.7,31.8,6.7,27.2,1148,9.0,948,2375,0.9,0.1,13.9,49.0,24.9,8.3,2199,"Canning",3.1,9.7,1.6,4725,3.5,24090,8.0,2718,5.1,90.0,1520,23.8,3.5,1.6,2582,2.6,9.0,11.2,0.8,554,3197,4520,11.9,23195,22.2,27202,0.6,10.1,7.7,46607,2016,3112,35.4,21.4,49.4,"50603",3.9
19.6,1717,46479,2.8,2239,14.9,25583,24.4,64.7,5049,4101,8.0,52.0,0.1,889,9.8,4382,47.2,16.4,10.0,4322,1.2,13.7,36.5,10.0,27.0,1425,5.8,717,2817,1.0,null,17.6,43.4,17.6,11.8,2491,"Gosnells",3.1,6.8,2.0,5597,3.3,27123,7.0,2473,4.6,89.0,1793,19.7,4.2,1.7,3205,1.9,13.3,12.1,1.0,576,3982,3239,11.6,25428,25.3,30069,1.0,9.0,7.7,51016,2016,2946,34.3,23.4,54.6,"50604",3.6
10.8,423,15620,2.7,545,10.7,8026,26.4,62.3,1246,1466,11.8,68.9,0.2,600,6.9,803,58.6,14.9,2.7,1276,1.7,9.0,35.6,9.4,26.8,832,4.8,444,1232,0.6,0.1,16.7,33.1,18.9,3.9,1366,"Kalamunda",2.2,2.8,1.7,1121,1.0,9052,3.5,625,6.6,96.9,1065,25.8,4.1,1.4,1357,3.3,17.0,14.9,0.7,79,1576,609,10.8,8641,18.2,9724,0.4,11.3,7.0,16666,2016,672,37.1,22.7,65.1,"50605",3.7
12.5,171,6337,3.3,231,12.0,3373,28.8,67.4,617,649,10.4,64.4,0.2,103,8.2,475,56.2,12.1,1.8,526,1.5,10.2,36.4,11.3,23.4,226,3.6,73,418,1.1,0.1,18.3,38.4,14.7,2.2,419,"Serpentine - Jarrahdale",3.5,2.2,2.8,708,3.9,3921,3.5,224,6.5,96.7,318,26.9,4.8,1.3,543,3.1,21.0,14.4,0.8,54,748,292,11.7,3425,19.6,4272,1.6,10.4,7.4,6796,2016,351,31.9,21.9,58.8,"50606",4.4
23.8,310,14278,2.8,324,14.3,7342,25.0,65.6,1358,1110,15.3,57.1,0.2,307,8.9,1526,45.8,28.2,5.5,1082,2.8,6.4,25.8,3.2,21.9,408,13.1,340,974,0.8,0.4,10.1,43.2,36.2,5.8,868,"South Perth",3.3,7.0,1.7,1755,1.5,8527,4.1,564,8.3,94.0,596,30.7,3.6,1.3,1108,8.3,7.8,12.2,0.9,185,1091,1195,9.1,7767,15.8,9363,0.5,9.7,6.4,15107,2016,836,33.5,18.8,55.1,"50607",4.1
17.8,1000,32244,2.5,1185,11.5,17019,27.5,68.3,3518,3005,11.1,59.1,0.2,775,7.9,2599,58.1,17.7,6.6,3064,1.8,10.4,33.7,6.5,25.1,1061,5.7,612,2113,0.9,0.1,18.5,38.8,22.2,2.3,1993,"Cockburn",2.4,3.9,1.6,3619,1.4,20283,3.2,1320,7.2,92.9,1391,26.8,3.6,1.5,2556,3.7,15.8,12.4,0.8,352,2902,1720,10.3,17764,20.6,22015,0.5,10.2,7.0,34783,2016,1732,31.0,21.8,59.6,"50701",3.6
14.8,152,10059,2.4,185,7.2,5052,25.8,63.8,855,823,14.9,69.5,0.6,426,7.0,768,48.0,23.2,5.5,811,3.3,6.5,28.5,3.1,27.7,519,11.5,393,789,0.5,0.4,11.9,33.0,36.9,1.0,794,"Fremantle",2.8,2.8,1.9,979,0.9,5970,1.0,195,8.7,93.9,584,40.7,3.5,1.7,863,7.8,11.5,9.5,0.8,77,956,298,10.0,5423,13.0,6420,0.5,10.1,5.4,10477,2016,450,35.4,19.8,65.1,"50702",4.1
18.9,468,12148,3.7,573,13.0,6713,27.0,66.8,1378,1093,7.1,49.2,0.2,248,10.5,1170,56.4,14.9,3.9,1144,1.4,13.6,35.7,10.8,25.8,379,4.6,187,639,1.1,null,17.9,44.3,16.6,2.6,558,"Kwinana",3.9,2.8,2.7,1673,3.5,7263,5.8,626,5.3,94.3,453,23.3,5.6,1.9,824,1.8,16.4,11.2,0.9,163,1024,751,12.8,6642,28.0,8113,1.8,8.9,8.1,13361,2016,850,32.3,22.3,52.9,"50703",4.9
15.2,847,32484,2.3,1178,12.6,16553,24.0,62.1,2595,2916,15.4,68.2,0.2,974,7.6,2147,52.6,25.7,5.0,2719,2.8,6.4,27.6,3.3,25.3,1322,9.9,1018,2701,0.6,0.2,11.1,33.2,33.5,2.7,2689,"Melville",2.4,6.6,1.7,2461,1.5,18646,3.5,1506,8.1,94.4,1797,28.2,3.4,1.2,2796,7.3,9.4,12.9,0.8,267,2991,1872,9.0,18217,14.3,20186,0.6,10.9,7.2,34777,2016,1540,37.0,19.8,65.1,"50704",4.3
16.0,1449,35767,2.7,1988,11.9,19279,25.1,64.7,3098,3813,9.0,58.7,0.2,954,9.1,2153,59.0,9.6,1.4,3328,1.1,11.5,37.6,9.0,27.6,1505,2.1,731,2303,0.7,0.1,20.1,40.1,15.1,0.9,2287,"Rockingham",2.5,1.9,1.6,2779,0.9,21049,1.1,2019,7.5,98.2,1880,31.7,4.8,1.7,3064,3.4,21.9,12.1,1.0,398,4072,1772,13.4,20325,22.7,23154,0.4,9.8,8.3,39603,2016,2105,34.3,21.1,58.3,"50705",3.8
10.1,208,10404,4.6,320,6.2,5272,20.0,55.1,632,855,14.2,72.5,0.3,448,4.9,473,56.0,13.8,4.4,723,1.9,18.3,35.8,4.5,35.4,677,3.5,411,928,0.6,0.1,14.0,32.6,18.5,2.6,1151,"Albany",4.4,2.0,2.4,567,1.1,5453,1.0,308,3.8,94.3,914,31.5,7.2,1.6,1043,1.9,17.2,9.5,1.3,58,984,284,13.0,5715,13.0,5731,1.4,10.2,6.3,10988,2016,278,43.7,27.5,65.0,"50901",4.9
12.3,140,9340,8.1,216,8.7,5030,21.3,55.7,585,808,15.5,67.7,0.3,236,6.0,593,59.2,10.4,2.7,646,1.1,16.2,38.2,9.3,32.1,479,2.2,181,842,0.9,0.1,17.3,40.7,13.6,0.6,1046,"Wheat Belt - North",9.5,1.8,1.6,579,0.7,4895,0.4,212,4.9,92.4,765,28.4,11.5,1.4,967,2.6,19.0,10.7,1.4,56,995,408,10.6,4716,10.6,5207,4.9,9.3,5.5,9753,2016,312,42.9,21.5,57.7,"50902",8.1
13.0,47,2441,3.4,56,8.6,1221,24.6,61.2,145,215,14.6,67.8,0.3,74,4.4,142,59.3,12.9,1.3,172,1.4,14.3,40.8,10.6,31.7,130,2.5,48,224,0.5,0.4,17.0,42.5,15.9,1.2,256,"Wheat Belt - South",4.1,1.8,1.1,194,0.8,1428,1.6,51,5.4,98.0,168,30.0,6.6,2.0,269,2.8,18.3,10.5,1.3,17,272,71,10.5,1336,15.3,1494,0.9,8.7,4.0,2556,2016,66,37.7,23.0,56.6,"50903",4.0
